metric,negative_training_set,positive_training_set,negative_eval_set,positive_eval_set,all_visits
N_I45,< 10,20.0,< 10,17.0,2522.0
%_I45,< 0.21%,0.43%,< 0.21%,0.36%,0.16%
N_A68,< 10,< 10,< 10,< 10,10.0
%_A68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I26,< 10,50.0,< 10,53.0,1873.0
%_I26,< 0.21%,1.07%,< 0.21%,1.13%,0.12%
N_N61,< 10,< 10,< 10,< 10,192.0
%_N61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_W51,< 10,< 10,< 10,< 10,< 10
%_W51,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_V18,< 10,< 10,< 10,< 10,11.0
%_V18,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z70,< 10,< 10,< 10,< 10,< 10
%_Z70,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Q21,15.0,18.0,10.0,27.0,4409.0
%_Q21,0.32%,0.39%,< 0.21%,0.58%,0.28%
N_M87,< 10,< 10,< 10,< 10,516.0
%_M87,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_H31,< 10,< 10,< 10,< 10,37.0
%_H31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_M84,< 10,< 10,< 10,< 10,567.0
%_M84,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_Z97,< 10,21.0,< 10,24.0,524.0
%_Z97,< 0.21%,0.45%,< 0.21%,0.51%,0.03%
N_Q78,< 10,< 10,< 10,< 10,201.0
%_Q78,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Y83,< 10,< 10,< 10,< 10,110.0
%_Y83,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I41,< 10,< 10,< 10,< 10,< 10
%_I41,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_R33,< 10,24.0,< 10,31.0,1970.0
%_R33,< 0.21%,0.51%,< 0.21%,0.66%,0.13%
N_Z42,< 10,< 10,< 10,< 10,14.0
%_Z42,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O89,< 10,< 10,< 10,< 10,< 10
%_O89,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_M15,< 10,< 10,< 10,< 10,84.0
%_M15,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N84,< 10,< 10,< 10,< 10,548.0
%_N84,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_T67,< 10,< 10,< 10,< 10,11.0
%_T67,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P96,< 10,< 10,< 10,< 10,57.0
%_P96,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_L28,< 10,< 10,< 10,< 10,70.0
%_L28,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_M21,< 10,19.0,< 10,< 10,1513.0
%_M21,< 0.21%,0.41%,< 0.21%,< 0.21%,0.1%
N_R20,< 10,17.0,< 10,12.0,2081.0
%_R20,< 0.21%,0.36%,< 0.21%,0.26%,0.13%
N_C40,< 10,< 10,< 10,< 10,217.0
%_C40,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_H55,< 10,< 10,< 10,< 10,49.0
%_H55,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F53,< 10,< 10,< 10,< 10,20.0
%_F53,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_K14,< 10,< 10,< 10,< 10,122.0
%_K14,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I09,< 10,< 10,< 10,< 10,107.0
%_I09,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_K62,< 10,11.0,< 10,14.0,1671.0
%_K62,< 0.21%,0.24%,< 0.21%,0.3%,0.11%
N_D11,< 10,< 10,< 10,< 10,15.0
%_D11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O41,< 10,< 10,< 10,< 10,415.0
%_O41,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_N03,< 10,< 10,< 10,< 10,94.0
%_N03,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_T69,< 10,< 10,< 10,< 10,< 10
%_T69,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_C57,< 10,< 10,< 10,< 10,60.0
%_C57,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F41,11.0,53.0,22.0,44.0,4160.0
%_F41,0.24%,1.13%,0.47%,0.94%,0.26%
N_T88,< 10,< 10,< 10,< 10,366.0
%_T88,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_C11,< 10,< 10,< 10,< 10,100.0
%_C11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E29,< 10,< 10,< 10,< 10,186.0
%_E29,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C76,< 10,< 10,< 10,< 10,558.0
%_C76,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_V82,< 10,< 10,< 10,< 10,< 10
%_V82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_G91,< 10,< 10,< 10,< 10,788.0
%_G91,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.05%
N_J12,< 10,376.0,< 10,364.0,842.0
%_J12,< 0.21%,8.05%,< 0.21%,7.79%,0.05%
N_A74,< 10,< 10,< 10,< 10,88.0
%_A74,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q18,< 10,< 10,< 10,< 10,52.0
%_Q18,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z48,20.0,52.0,11.0,64.0,6029.0
%_Z48,0.43%,1.11%,0.24%,1.37%,0.38%
N_A01,< 10,< 10,< 10,< 10,< 10
%_A01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N89,< 10,< 10,< 10,< 10,615.0
%_N89,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_F39,< 10,< 10,< 10,< 10,189.0
%_F39,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_S43,< 10,< 10,< 10,< 10,681.0
%_S43,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_A43,< 10,< 10,< 10,< 10,20.0
%_A43,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_K83,< 10,16.0,< 10,15.0,1641.0
%_K83,< 0.21%,0.34%,< 0.21%,0.32%,0.1%
N_Q77,< 10,< 10,< 10,< 10,29.0
%_Q77,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E83,18.0,42.0,< 10,50.0,3450.0
%_E83,0.39%,0.9%,< 0.21%,1.07%,0.22%
N_O61,< 10,< 10,< 10,< 10,< 10
%_O61,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_I75,< 10,< 10,< 10,< 10,35.0
%_I75,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S73,< 10,< 10,< 10,< 10,481.0
%_S73,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_C30,< 10,< 10,< 10,< 10,63.0
%_C30,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F99,< 10,< 10,< 10,< 10,122.0
%_F99,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_A55,< 10,< 10,< 10,< 10,< 10
%_A55,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Z55,< 10,< 10,< 10,< 10,15.0
%_Z55,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S78,< 10,< 10,< 10,< 10,23.0
%_S78,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z94,92.0,384.0,95.0,410.0,35478.0
%_Z94,1.97%,8.22%,2.03%,8.78%,2.26%
N_O48,< 10,< 10,< 10,< 10,170.0
%_O48,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_R31,< 10,22.0,14.0,31.0,3521.0
%_R31,< 0.21%,0.47%,0.3%,0.66%,0.22%
N_Y00,< 10,< 10,< 10,< 10,< 10
%_Y00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_A31,< 10,< 10,< 10,< 10,365.0
%_A31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_W10,< 10,< 10,< 10,< 10,124.0
%_W10,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_A19,< 10,< 10,< 10,< 10,< 10
%_A19,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_S98,< 10,< 10,< 10,< 10,34.0
%_S98,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F48,< 10,< 10,< 10,< 10,30.0
%_F48,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P01,< 10,< 10,< 10,< 10,21.0
%_P01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_A39,< 10,< 10,< 10,< 10,< 10
%_A39,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_T31,< 10,< 10,< 10,< 10,39.0
%_T31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I05,< 10,< 10,< 10,< 10,793.0
%_I05,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.05%
N_Q55,< 10,< 10,< 10,< 10,85.0
%_Q55,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_O24,13.0,13.0,12.0,< 10,3645.0
%_O24,0.28%,0.28%,0.26%,< 0.21%,0.23%
N_D39,< 10,< 10,< 10,< 10,85.0
%_D39,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_F31,< 10,< 10,< 10,< 10,1027.0
%_F31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_L88,< 10,< 10,< 10,< 10,38.0
%_L88,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_W11,< 10,< 10,< 10,< 10,< 10
%_W11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_G58,< 10,< 10,< 10,< 10,48.0
%_G58,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H50,< 10,< 10,< 10,< 10,107.0
%_H50,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_R22,< 10,13.0,< 10,15.0,2412.0
%_R22,< 0.21%,0.28%,< 0.21%,0.32%,0.15%
N_Q71,< 10,< 10,< 10,< 10,< 10
%_Q71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_T83,< 10,< 10,< 10,< 10,1082.0
%_T83,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_R06,69.0,909.0,73.0,891.0,26545.0
%_R06,1.48%,19.46%,1.56%,19.08%,1.69%
N_K64,< 10,< 10,< 10,10.0,725.0
%_K64,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.05%
N_G70,< 10,< 10,< 10,< 10,294.0
%_G70,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_E16,< 10,< 10,< 10,< 10,358.0
%_E16,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_K82,< 10,< 10,< 10,< 10,238.0
%_K82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_Q27,< 10,< 10,< 10,< 10,546.0
%_Q27,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_F93,< 10,< 10,< 10,< 10,< 10
%_F93,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_B17,< 10,< 10,< 10,< 10,83.0
%_B17,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E08,< 10,15.0,< 10,12.0,783.0
%_E08,< 0.21%,0.32%,< 0.21%,0.26%,0.05%
N_W13,< 10,< 10,< 10,< 10,< 10
%_W13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_J34,< 10,< 10,< 10,< 10,896.0
%_J34,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_D47,< 10,19.0,< 10,14.0,2857.0
%_D47,< 0.21%,0.41%,< 0.21%,0.3%,0.18%
N_Z49,< 10,< 10,< 10,< 10,< 10
%_Z49,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_F51,< 10,< 10,< 10,< 10,174.0
%_F51,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_C54,< 10,< 10,< 10,< 10,2192.0
%_C54,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.14%
N_C71,10.0,12.0,16.0,< 10,6018.0
%_C71,< 0.21%,0.26%,0.34%,< 0.21%,0.38%
N_I70,< 10,12.0,< 10,15.0,2183.0
%_I70,< 0.21%,0.26%,< 0.21%,0.32%,0.14%
N_C80,< 10,< 10,< 10,10.0,1518.0
%_C80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.1%
N_A57,< 10,< 10,< 10,< 10,< 10
%_A57,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_E65,< 10,< 10,< 10,< 10,25.0
%_E65,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T14,< 10,11.0,< 10,17.0,2281.0
%_T14,< 0.21%,0.24%,< 0.21%,0.36%,0.14%
N_D86,< 10,11.0,< 10,< 10,1195.0
%_D86,< 0.21%,0.24%,< 0.21%,< 0.21%,0.08%
N_D66,< 10,< 10,< 10,< 10,52.0
%_D66,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F23,< 10,< 10,< 10,< 10,53.0
%_F23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I96,< 10,< 10,< 10,< 10,371.0
%_I96,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_D59,< 10,< 10,< 10,< 10,912.0
%_D59,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_H30,< 10,< 10,< 10,< 10,59.0
%_H30,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F20,< 10,15.0,< 10,< 10,735.0
%_F20,< 0.21%,0.32%,< 0.21%,< 0.21%,0.05%
N_Z90,< 10,14.0,< 10,< 10,1429.0
%_Z90,< 0.21%,0.3%,< 0.21%,< 0.21%,0.09%
N_G59,< 10,< 10,< 10,< 10,< 10
%_G59,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_S24,< 10,< 10,< 10,< 10,13.0
%_S24,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H43,< 10,< 10,< 10,< 10,292.0
%_H43,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_F30,< 10,< 10,< 10,< 10,73.0
%_F30,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_A46,< 10,< 10,< 10,< 10,< 10
%_A46,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N27,< 10,< 10,< 10,< 10,12.0
%_N27,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_A02,< 10,< 10,< 10,< 10,22.0
%_A02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I11,< 10,10.0,< 10,< 10,1610.0
%_I11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.1%
N_F25,< 10,< 10,< 10,11.0,1090.0
%_F25,< 0.21%,< 0.21%,< 0.21%,0.24%,0.07%
N_R44,< 10,< 10,< 10,< 10,302.0
%_R44,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_M10,< 10,12.0,< 10,18.0,778.0
%_M10,< 0.21%,0.26%,< 0.21%,0.39%,0.05%
N_K01,< 10,< 10,< 10,< 10,79.0
%_K01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_D3A,< 10,< 10,< 10,< 10,485.0
%_D3A,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_M72,< 10,< 10,< 10,< 10,409.0
%_M72,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_H47,< 10,< 10,< 10,< 10,301.0
%_H47,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_E84,< 10,< 10,< 10,11.0,1052.0
%_E84,< 0.21%,< 0.21%,< 0.21%,0.24%,0.07%
N_O77,< 10,< 10,< 10,< 10,21.0
%_O77,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O20,< 10,< 10,< 10,< 10,1039.0
%_O20,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_L02,< 10,< 10,< 10,10.0,1437.0
%_L02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.09%
N_T66,< 10,< 10,< 10,< 10,44.0
%_T66,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z3A,10.0,14.0,13.0,13.0,4087.0
%_Z3A,< 0.21%,0.3%,0.28%,0.28%,0.26%
N_O92,< 10,< 10,< 10,< 10,11.0
%_O92,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_M13,< 10,< 10,< 10,< 10,96.0
%_M13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_J31,< 10,< 10,< 10,< 10,234.0
%_J31,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_P52,< 10,< 10,< 10,< 10,44.0
%_P52,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P59,< 10,< 10,< 10,< 10,173.0
%_P59,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I68,< 10,< 10,< 10,< 10,33.0
%_I68,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I01,< 10,< 10,< 10,< 10,15.0
%_I01,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E79,< 10,< 10,< 10,< 10,185.0
%_E79,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q83,< 10,< 10,< 10,< 10,20.0
%_Q83,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S82,< 10,< 10,10.0,< 10,2403.0
%_S82,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.15%
N_R80,< 10,< 10,< 10,< 10,511.0
%_R80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_Q53,< 10,< 10,< 10,< 10,112.0
%_Q53,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E72,< 10,< 10,< 10,< 10,81.0
%_E72,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_I76,< 10,< 10,< 10,< 10,10.0
%_I76,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_O85,< 10,< 10,< 10,< 10,< 10
%_O85,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_Q03,< 10,< 10,< 10,< 10,57.0
%_Q03,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S40,< 10,< 10,< 10,< 10,96.0
%_S40,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_G47,< 10,57.0,< 10,60.0,2858.0
%_G47,< 0.21%,1.22%,< 0.21%,1.28%,0.18%
N_G80,< 10,< 10,< 10,< 10,1120.0
%_G80,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_D34,< 10,< 10,< 10,< 10,< 10
%_D34,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_S92,< 10,< 10,< 10,< 10,587.0
%_S92,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.04%
N_C78,< 10,< 10,11.0,< 10,3267.0
%_C78,< 0.21%,< 0.21%,0.24%,< 0.21%,0.21%
N_I00,< 10,< 10,< 10,< 10,16.0
%_I00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_R35,< 10,11.0,< 10,11.0,1244.0
%_R35,< 0.21%,0.24%,< 0.21%,0.24%,0.08%
N_B07,< 10,< 10,< 10,< 10,110.0
%_B07,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N32,< 10,< 10,< 10,12.0,533.0
%_N32,< 0.21%,< 0.21%,< 0.21%,0.26%,0.03%
N_C37,< 10,< 10,< 10,< 10,66.0
%_C37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z86,12.0,81.0,16.0,68.0,5536.0
%_Z86,0.26%,1.73%,0.34%,1.46%,0.35%
N_J67,< 10,< 10,< 10,< 10,182.0
%_J67,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N37,< 10,< 10,< 10,< 10,35.0
%_N37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I97,< 10,< 10,< 10,< 10,132.0
%_I97,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q04,< 10,< 10,< 10,< 10,147.0
%_Q04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_P04,< 10,< 10,< 10,< 10,11.0
%_P04,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_B66,< 10,< 10,< 10,< 10,< 10
%_B66,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_O23,< 10,< 10,< 10,< 10,357.0
%_O23,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_W49,< 10,< 10,< 10,< 10,11.0
%_W49,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Q12,< 10,< 10,< 10,< 10,10.0
%_Q12,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_J13,< 10,< 10,< 10,< 10,< 10
%_J13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_G71,< 10,< 10,< 10,< 10,204.0
%_G71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_E10,< 10,< 10,< 10,< 10,1207.0
%_E10,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.08%
N_B20,< 10,19.0,< 10,13.0,1181.0
%_B20,< 0.21%,0.41%,< 0.21%,0.28%,0.08%
N_C06,< 10,< 10,< 10,< 10,395.0
%_C06,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_S64,< 10,< 10,< 10,< 10,10.0
%_S64,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_Z64,< 10,< 10,< 10,< 10,166.0
%_Z64,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_D84,11.0,96.0,29.0,99.0,6365.0
%_D84,0.24%,2.06%,0.62%,2.12%,0.4%
N_H52,< 10,< 10,< 10,< 10,165.0
%_H52,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_P05,< 10,< 10,< 10,< 10,365.0
%_P05,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.02%
N_T86,23.0,124.0,32.0,121.0,10771.0
%_T86,0.49%,2.66%,0.69%,2.59%,0.68%
N_F98,< 10,< 10,< 10,< 10,66.0
%_F98,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_A51,< 10,< 10,< 10,< 10,< 10
%_A51,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_P13,< 10,< 10,< 10,< 10,< 10
%_P13,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_N71,< 10,< 10,< 10,< 10,38.0
%_N71,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_F40,< 10,< 10,< 10,< 10,149.0
%_F40,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_R16,< 10,10.0,< 10,< 10,903.0
%_R16,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.06%
N_T59,< 10,< 10,< 10,< 10,22.0
%_T59,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_G56,< 10,< 10,< 10,< 10,1049.0
%_G56,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.07%
N_C94,< 10,< 10,< 10,< 10,43.0
%_C94,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_T36,< 10,< 10,< 10,< 10,23.0
%_T36,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_S35,< 10,< 10,< 10,< 10,< 10
%_S35,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_10000,< 10,10.0,< 10,< 10,515.0
%_10000,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_S50,< 10,< 10,< 10,< 10,72.0
%_S50,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_J91,< 10,< 10,< 10,< 10,201.0
%_J91,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_N18,43.0,259.0,37.0,225.0,17543.0
%_N18,0.92%,5.55%,0.79%,4.82%,1.12%
N_P95,< 10,< 10,< 10,< 10,< 10
%_P95,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_T45,12.0,26.0,17.0,21.0,3995.0
%_T45,0.26%,0.56%,0.36%,0.45%,0.25%
N_D60,< 10,< 10,< 10,< 10,56.0
%_D60,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_P35,< 10,< 10,< 10,< 10,16.0
%_P35,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_E67,< 10,< 10,< 10,< 10,27.0
%_E67,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_J06,< 10,85.0,10.0,70.0,2330.0
%_J06,< 0.21%,1.82%,< 0.21%,1.5%,0.15%
N_F28,< 10,< 10,< 10,< 10,10.0
%_F28,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_R19,11.0,68.0,15.0,61.0,4471.0
%_R19,0.24%,1.46%,0.32%,1.31%,0.28%
N_Z0010,< 10,< 10,< 10,< 10,19.0
%_Z0010,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_I02,< 10,< 10,< 10,< 10,< 10
%_I02,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_P09,< 10,< 10,< 10,< 10,45.0
%_P09,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_L76,< 10,< 10,< 10,< 10,73.0
%_L76,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_D69,14.0,50.0,12.0,57.0,4298.0
%_D69,0.3%,1.07%,0.26%,1.22%,0.27%
N_T85,< 10,< 10,< 10,< 10,462.0
%_T85,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_B57,< 10,< 10,< 10,< 10,17.0
%_B57,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.0%
N_H00,< 10,< 10,< 10,< 10,168.0
%_H00,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_Q56,< 10,< 10,< 10,< 10,< 10
%_Q56,< 0.21%,< 0.21%,< 0.21%,< 0.21%,< 6.36E4%
N_C70,< 10,< 10,< 10,< 10,104.0
%_C70,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_G37,< 10,< 10,< 10,< 10,171.0
%_G37,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.01%
N_H35,< 10,< 10,< 10,< 10,457.0
%_H35,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
N_J11,< 10,< 10,< 10,< 10,510.0
%_J11,< 0.21%,< 0.21%,< 0.21%,< 0.21%,0.03%
